time,precipitation_sum (mm),temperature_2m_max (°C)
1/23/2023,0.1,5.6
1/24/2023,0.9,5.8
1/25/2023,0.1,6.6
1/26/2023,0.1,6.5
1/27/2023,5.6,7.4
1/28/2023,2.4,7.8
1/29/2023,0,3.4
1/30/2023,0,3.8
1/31/2023,0.6,5
2/1/2023,0,6.9
2/2/2023,0,9.3
2/3/2023,3.6,9.1
2/4/2023,4.7,8.6
2/5/2023,4.2,7.5
2/6/2023,0.8,8
2/7/2023,10.5,7.8
2/8/2023,0.3,8.7
2/9/2023,0,13.5
2/10/2023,4.3,10.7
2/11/2023,0,8
2/12/2023,1.5,8.4
2/13/2023,14.9,6.7
2/14/2023,0.5,5.4
2/15/2023,0,6.3
2/16/2023,0.2,7.4
2/17/2023,5.6,6.5
2/18/2023,1.5,7.1
2/19/2023,2.4,7.9
2/20/2023,10.3,7.2
2/21/2023,12.8,5.5
2/22/2023,1,4.5
2/23/2023,0.8,1.5
2/24/2023,0,3.6
2/25/2023,0,7.3
2/26/2023,8.3,5.6
2/27/2023,3.1,7.3
2/28/2023,6.1,6.2
3/1/2023,0.1,6.9
3/2/2023,13.7,5.9
3/3/2023,3.9,5.2
3/4/2023,5.7,7.5
3/5/2023,9.2,9.8
3/6/2023,0.7,9.7
3/7/2023,0.6,9.6
3/8/2023,1.6,8.3
3/9/2023,0,9.2
3/10/2023,4,8.4
3/11/2023,1,10.2
3/12/2023,7.7,9.8
3/13/2023,14.4,6.3
3/14/2023,0.2,9.8
3/15/2023,2.2,8.9
3/16/2023,0,14.1
3/17/2023,0,15.6
3/18/2023,0,17.7
3/19/2023,0,17.6
3/20/2023,13.6,10.1
3/21/2023,0.2,13.8
3/22/2023,0,15.3
3/23/2023,6.1,7.6
3/24/2023,10,6.9
3/25/2023,2.4,7.4
3/26/2023,1.3,8.1
3/27/2023,0,13.3
3/28/2023,0,14.6
3/29/2023,0,14.9
3/30/2023,0.2,11.3
3/31/2023,11.9,6.8
4/1/2023,5.1,7.7
4/2/2023,10.7,7.5
4/3/2023,1.5,7.8
4/4/2023,0.8,9.6
4/5/2023,0,11.4
4/6/2023,10.6,11
4/7/2023,7.7,10.8
4/8/2023,7.9,8.4
4/9/2023,17.6,11.8
4/10/2023,13.8,8.5
4/11/2023,10.1,9
4/12/2023,0,10.6
4/13/2023,1.5,11.1
4/14/2023,0.1,12.6
4/15/2023,1.4,10.2
4/16/2023,16.8,9.1
4/17/2023,4.9,12.9
4/18/2023,6.3,8.8
4/19/2023,6.9,9.2
4/20/2023,8.9,10
4/21/2023,2.7,9.7
4/22/2023,1.5,15.7
4/23/2023,11.1,11.5
4/24/2023,6.4,12.7
4/25/2023,0,15.1
4/26/2023,0.9,18.7
4/27/2023,0,18.6
4/28/2023,0,27.7
4/29/2023,0,23.1
4/30/2023,3.7,15.5
5/1/2023,0.4,14
5/2/2023,0,19.8
5/3/2023,0,21.6
5/4/2023,0.5,13.1
5/5/2023,11.7,10.3
5/6/2023,2,14.2
5/7/2023,0.4,15.3
5/8/2023,0,17.3
5/9/2023,0.2,16.2
5/10/2023,0,20.3
5/11/2023,0,22.3
5/12/2023,0,25.7
5/13/2023,0,28.4
5/14/2023,0,31.2
5/15/2023,0.7,31.3
5/16/2023,0,24.6
5/17/2023,0,27.1
5/18/2023,0,26.8
5/19/2023,0,24.4
5/20/2023,3.2,24.4
5/21/2023,2.5,15.6
5/22/2023,1.5,16.3
5/23/2023,0.2,16.9
5/24/2023,0.1,20.2
5/25/2023,0,23.6
5/26/2023,0,26.1
5/27/2023,0,22.3
5/28/2023,0,20.6
5/29/2023,0.5,21.3
5/30/2023,0.7,15.1
5/31/2023,0.7,16.3
6/1/2023,0,19.4
6/2/2023,0,21.7
6/3/2023,0,22.7
6/4/2023,0,20
6/5/2023,0,20.6
6/6/2023,0,26.5
6/7/2023,0,30
6/8/2023,0,25.2
6/9/2023,9.2,15.9
6/10/2023,3,16.7
6/11/2023,0.2,21.4
6/12/2023,0,26.6
6/13/2023,3.1,19.6
6/14/2023,0.1,19.9
6/15/2023,0,21.7
6/16/2023,5.2,22.6
6/17/2023,0.7,17.8
6/18/2023,12.8,14.5
6/19/2023,1.1,16.8
6/20/2023,5,13.1
6/21/2023,0.1,20.8
6/22/2023,0,24.6
6/23/2023,0.2,26
6/24/2023,0,22.3
6/25/2023,0,24.2
6/26/2023,0,24.1
6/27/2023,0,23.6
6/28/2023,0,26.8
6/29/2023,0,27
6/30/2023,0,26.1
7/1/2023,0,25
7/2/2023,0,25.7
7/3/2023,0,27
7/4/2023,0,30.6
7/5/2023,0,31.4
7/6/2023,0,30.2
7/7/2023,0,25.9
7/8/2023,0,24.3
7/9/2023,0,25.6
7/10/2023,0.4,20.6
7/11/2023,0,23.7
7/12/2023,0,25.5
7/13/2023,0,26.2
7/14/2023,0,28.6
7/15/2023,0,30.4
7/16/2023,0,27.5
7/17/2023,1.1,24.3
7/18/2023,0,25.6
7/19/2023,0,30.7
7/20/2023,0,29.5
7/21/2023,0,27.7
7/22/2023,0,28.5
7/23/2023,0,28.2
7/24/2023,7.9,22.6
7/25/2023,1.7,22
7/26/2023,0,23.2
7/27/2023,0,25.3
7/28/2023,0,25.7
7/29/2023,0,25.2
7/30/2023,0,23.9
7/31/2023,0,25.1
8/1/2023,0,27
8/2/2023,0,28
8/3/2023,0,27.6
8/4/2023,0,28.2
8/5/2023,0.6,25.6
8/6/2023,0,27.7
8/7/2023,2.1,24.3
8/8/2023,0,25.5
8/9/2023,4.3,24.4
8/10/2023,0.2,23
8/11/2023,0,25.1
8/12/2023,0,27.1
8/13/2023,0,30.7
8/14/2023,0,33.1
8/15/2023,0,33.8
8/16/2023,0,34.1
8/17/2023,0,32.7
8/18/2023,0,24.1
8/19/2023,0,26.1
8/20/2023,0,28.3
8/21/2023,0,24.7
8/22/2023,2.4,21.5
8/23/2023,7.1,22.4
8/24/2023,0,26.4
8/25/2023,0.7,28.9
8/26/2023,0,29.8
8/27/2023,0,29.7
8/28/2023,2.2,24.3
8/29/2023,22.7,18.6
8/30/2023,3.3,21.7
8/31/2023,1.7,20
9/1/2023,0.1,23.5
9/2/2023,0,27.5
9/3/2023,1.2,21.5
9/4/2023,1,18.5
9/5/2023,0,18.7
9/6/2023,0,22.5
9/7/2023,0,20.2
9/8/2023,0,22.2
9/9/2023,0,25.9
9/10/2023,0,26.3
9/11/2023,1.2,20.2
9/12/2023,2.4,19.4
9/13/2023,0.3,22.6
9/14/2023,0,24.7
9/15/2023,0,27.1
9/16/2023,0,25
9/17/2023,0,20.4
9/18/2023,1.6,18.2
9/19/2023,1.3,19.1
9/20/2023,12.5,16.6
9/21/2023,0,19.1
9/22/2023,0,22.9
9/23/2023,4.1,17.7
9/24/2023,8,19.5
9/25/2023,23.8,15.3
9/26/2023,10.3,17.7
9/27/2023,18.5,15.2
9/28/2023,24.7,14.6
9/29/2023,0,15.1
9/30/2023,0.1,15.9
10/1/2023,0,16.5
10/2/2023,13.1,14.1
10/3/2023,0.8,16.7
10/4/2023,0,17.7
10/5/2023,0,19.2
10/6/2023,0,23.5
10/7/2023,0,26.2
10/8/2023,0,23.3
10/9/2023,2.1,19
10/10/2023,9.1,16.2
10/11/2023,12.8,14.6
10/12/2023,0,18.1
10/13/2023,1.9,20.6
10/14/2023,3.4,17.2
10/15/2023,2.6,17.4
10/16/2023,16.7,16
10/17/2023,1.6,15.5
10/18/2023,0,21.2
10/19/2023,0,20.4
10/20/2023,0,16.6
10/21/2023,1,15.4
10/22/2023,0.3,13.8
10/23/2023,1.6,13
10/24/2023,18.4,10.9
10/25/2023,4,9.8
10/26/2023,0,9.7
10/27/2023,0,8.8
10/28/2023,0,9.1
10/29/2023,0,10.7
10/30/2023,0,11.6
10/31/2023,0,11.7
11/1/2023,5.8,11.5
11/2/2023,34.8,14.7
11/3/2023,4.4,15.2
11/4/2023,42,14.6
11/5/2023,5.1,15.2
11/6/2023,16.3,11.6
11/7/2023,5,11.3
11/8/2023,0,12
11/9/2023,3,12
11/10/2023,6.1,8.8
11/11/2023,20.5,10.5
11/12/2023,4.5,13.2
11/13/2023,9.4,9.6
11/14/2023,0,9.2
11/15/2023,0,7.3
11/16/2023,0,8
11/17/2023,0,10.3
11/18/2023,1.9,14.3
11/19/2023,12.9,8.3
11/20/2023,0,8.6
11/21/2023,4.7,12.4
11/22/2023,7.8,9.1
11/23/2023,0,7.3
11/24/2023,0,6.3
11/25/2023,0,6.9
11/26/2023,0,7.2
11/27/2023,0,7.3
11/28/2023,0,6.3
11/29/2023,0,5.1
11/30/2023,2,7.2
12/1/2023,11.9,7.7
12/2/2023,17.8,9.2
12/3/2023,10.9,11.4
12/4/2023,29.8,10.8
12/5/2023,62.8,13
12/6/2023,14.8,8.8
12/7/2023,24.4,7
12/8/2023,6.8,5.4
12/9/2023,12.4,5
12/10/2023,8.6,11.8
12/11/2023,0,8.3
12/12/2023,0,8.5
12/13/2023,0,10.2
12/14/2023,4.3,8.3
12/15/2023,0,13
12/16/2023,0,9.1
12/17/2023,0,8.8
12/18/2023,6.1,8
12/19/2023,4.3,9.1
12/20/2023,0,9.5
12/21/2023,0,11
12/22/2023,18.6,7.5
12/23/2023,0,6.1
12/24/2023,0.1,5.6
12/25/2023,8.4,7.3
12/26/2023,14.1,10.9
12/27/2023,4.6,11.7
12/28/2023,10.7,11.3
12/29/2023,0,15.6
12/30/2023,6.7,10.5
12/31/2023,2.5,8.5
1/1/2024,0,8.7
1/2/2024,3.9,7.3
1/3/2024,2.6,10.6
1/4/2024,10.1,7.5
1/5/2024,9.6,7.3
1/6/2024,18.2,5.3
1/7/2024,4.6,4.8
1/8/2024,14.2,7.9
1/9/2024,17.4,8
1/10/2024,1.5,4.2
1/11/2024,3.7,4.4
1/12/2024,0.2,-2.5
1/13/2024,0,-3.9
1/14/2024,0,0.3
1/15/2024,0,2.2
1/16/2024,1.2,4.7
1/17/2024,12.3,1.3
1/18/2024,14.4,1.3
1/19/2024,4.2,7.6
1/20/2024,0.5,9.5
1/21/2024,15.6,9.2
1/22/2024,22.4,7
1/23/2024,6.1,10.7
1/24/2024,10.6,9.6
1/25/2024,15.7,8.6
1/26/2024,12.1,10.4
1/27/2024,29.1,10.1
1/28/2024,20.2,14.4
1/29/2024,0,19.2
1/30/2024,0.6,15.1
1/31/2024,11.7,13.7
2/1/2024,8.4,12.4
2/2/2024,1.2,11.8
2/3/2024,0,8.9
2/4/2024,0,8.9
2/5/2024,2.3,5.4
2/6/2024,5.4,7
2/7/2024,1.2,7.7
2/8/2024,2.2,6.7
2/9/2024,2.6,7.6
2/10/2024,0,8.1
2/11/2024,12.9,8.9
2/12/2024,4.7,8.4
2/13/2024,0,9.2
2/14/2024,0.7,8.6
2/15/2024,6,4.2
2/16/2024,0,10.1
2/17/2024,0,10.8
2/18/2024,1.8,7
2/19/2024,0,9.7
2/20/2024,9.5,12.1
2/21/2024,9.2,8.9
2/22/2024,0.3,12.5
2/23/2024,0,11.1
2/24/2024,1.2,9
2/25/2024,10.8,8.3
2/26/2024,11,6
2/27/2024,3.4,5
2/28/2024,26.3,9.2
2/29/2024,18.8,7
3/1/2024,6.9,7.2
3/2/2024,7.6,5.9
3/3/2024,4.1,5.8
3/4/2024,7.6,7
3/5/2024,0,6.8
3/6/2024,0,6.7
3/7/2024,0,7.9
3/8/2024,0.3,13.1
3/9/2024,6.7,10.4
3/10/2024,8.8,9.9
3/11/2024,16.3,10.7
3/12/2024,13.7,9.4
3/13/2024,0.3,10.7
3/14/2024,0,13.3
3/15/2024,0,16.4
3/16/2024,0,22.9
3/17/2024,0,19.9
3/18/2024,0,18.4
3/19/2024,0,18
3/20/2024,1,11.2
3/21/2024,3.3,13
3/22/2024,3.2,12.7
3/23/2024,7,10.7
3/24/2024,0.9,13.5
3/25/2024,5,9.7
3/26/2024,4.2,11
3/27/2024,20.7,12.7
3/28/2024,11.3,11.8
3/29/2024,16.9,13.9
3/30/2024,0,14.2
3/31/2024,0,14.5
4/1/2024,0,15.9
4/2/2024,2.9,17.3
4/3/2024,7.4,10.2
4/4/2024,4.2,7.2
4/5/2024,1.3,8
4/6/2024,2.3,8.7
4/7/2024,1,11.4
4/8/2024,3.3,9.1
4/9/2024,6.1,12.4
4/10/2024,0,15.3
4/11/2024,1.4,12.3
4/12/2024,0.2,15.1
4/13/2024,0,16.8
4/14/2024,0.1,17.4
4/15/2024,3.6,9.4
4/16/2024,4.2,11.4
4/17/2024,0,13.3
4/18/2024,0,16
4/19/2024,0,17.9
4/20/2024,1.7,20.9
4/21/2024,1,13
4/22/2024,0,15.6
4/23/2024,0,19.7
4/24/2024,1.6,12.1
4/25/2024,19.9,10
4/26/2024,3.9,15.3
4/27/2024,6.3,9.6
4/28/2024,7.1,11.1
4/29/2024,4.8,10.7
4/30/2024,4.2,12
5/1/2024,0.9,13.8
5/2/2024,0,17.1
5/3/2024,0.7,20.3
5/4/2024,3.9,13.5
5/5/2024,4.9,9.9
5/6/2024,16.8,12.2
5/7/2024,4.7,13.5
5/8/2024,0,15.8
5/9/2024,0,21.5
5/10/2024,0,26.9
5/11/2024,0,26.4
5/12/2024,0,23
5/13/2024,0.4,17.3
5/14/2024,0,20.1
5/15/2024,0,21.7
5/16/2024,4.8,17.1
5/17/2024,2.8,16.7
5/18/2024,2.4,11.5
5/19/2024,0.8,15.3
5/20/2024,0,17.4
5/21/2024,19.7,10.2
5/22/2024,11.1,14.4
5/23/2024,0.2,17
5/24/2024,2.4,13
5/25/2024,0.2,14.1
5/26/2024,4.5,14
5/27/2024,0,17.9
5/28/2024,11.9,12.9
5/29/2024,14.2,14.2
5/30/2024,0.6,16.3
5/31/2024,0,19.9
6/1/2024,0.3,17.6
6/2/2024,20.3,13.5
6/3/2024,21,13.8
6/4/2024,8,15.6
6/5/2024,0.1,18.4
6/6/2024,0,20.3
6/7/2024,0,22.6
6/8/2024,0,23.8
6/9/2024,0.1,22.9
6/10/2024,0,20.7
6/11/2024,2.7,19.2
6/12/2024,0,18
6/13/2024,0,19.1
6/14/2024,1.5,18.1
6/15/2024,16.3,12.5
6/16/2024,1.3,16.4
6/17/2024,5.8,15.4
6/18/2024,0.2,17.9
6/19/2024,0,23.7
6/20/2024,0,26.4
6/21/2024,0,27.2
6/22/2024,0.5,23.9
6/23/2024,0.8,17.7
6/24/2024,0.5,19.6
6/25/2024,0,25.5
6/26/2024,0.5,21
6/27/2024,8.5,16.2
6/28/2024,0,21.5
6/29/2024,1.3,23.4
6/30/2024,1.6,23.2
7/1/2024,3.3,22.7
7/2/2024,0,22.6
7/3/2024,0,22.9
7/4/2024,0,25.9
7/5/2024,0,29
7/6/2024,0,30.2
7/7/2024,0,32.4
7/8/2024,0,33.2
7/9/2024,0,34.5
7/10/2024,0,29.8
7/11/2024,0,27.1
7/12/2024,0,27.4
7/13/2024,0,29.3
7/14/2024,0,30.3
7/15/2024,0,26.7
7/16/2024,0,30.2
7/17/2024,0,30.4
7/18/2024,0,28.9
7/19/2024,0,28.5
7/20/2024,0,30.1
7/21/2024,0,26.7
7/22/2024,0.8,20.4
7/23/2024,0,23.3
7/24/2024,0,24.6
7/25/2024,0.2,23.2
7/26/2024,0,24.7
7/27/2024,0,26
7/28/2024,0,25.2
7/29/2024,15.2,18.1
7/30/2024,1.1,23.4
7/31/2024,0.1,25.8
8/1/2024,0,29.5
8/2/2024,0,30.7
8/3/2024,0,27.6
8/4/2024,0,29.6
8/5/2024,0,27.5
8/6/2024,0,23.9
8/7/2024,0,26.8
8/8/2024,0,30.4
8/9/2024,0,30.5
8/10/2024,0,28.2
8/11/2024,0,22.1
8/12/2024,0.2,22.5
8/13/2024,0.4,20
8/14/2024,0.2,25
8/15/2024,1,23.4
8/16/2024,0,23.9
8/17/2024,15.8,27
8/18/2024,2.3,24.4
8/19/2024,0,23.8
8/20/2024,8.8,22.5
8/21/2024,2.1,21.2
8/22/2024,1.9,21.4
8/23/2024,9.8,15.1
8/24/2024,11,15.8
8/25/2024,0.1,21.3
8/26/2024,1.5,23.2
8/27/2024,5.7,18.9
8/28/2024,0,19.5
8/29/2024,0,24.9
8/30/2024,0,26.8
8/31/2024,0,28.4
9/1/2024,0,27.6
9/2/2024,0.8,21.2
9/3/2024,0,22.1
9/4/2024,0,25.9
9/5/2024,0,32
9/6/2024,0,31.4
9/7/2024,0,29.2
9/8/2024,0,25.8
9/9/2024,0,22
9/10/2024,0.1,21.4
9/11/2024,3.3,19.4
9/12/2024,1.3,20.2
9/13/2024,2.2,19.9
9/14/2024,18.1,19.4
9/15/2024,1.1,17.2
9/16/2024,0,19.8
9/17/2024,0.2,16.6
9/18/2024,0.4,20
9/19/2024,0.3,18.7
9/20/2024,1.6,17.3
9/21/2024,0,20.1
9/22/2024,0,20.5
9/23/2024,0.3,21.9
9/24/2024,0,25.9
9/25/2024,25.7,17.5
9/26/2024,5,17.6
9/27/2024,2.6,17.4
9/28/2024,0,17.5
9/29/2024,0.1,15.5
9/30/2024,0,18.9
10/1/2024,0.7,20.6
10/2/2024,0.4,16
10/3/2024,0,19.3
10/4/2024,14.9,15.7
10/5/2024,0,18.1
10/6/2024,0,19.1
10/7/2024,0,23.3
10/8/2024,7.3,19.9
10/9/2024,5.9,17.1
10/10/2024,0,16
10/11/2024,0,15.1
10/12/2024,0,20.4
10/13/2024,0,21.3
10/14/2024,4.7,19.8
10/15/2024,4.3,12.5
10/16/2024,12,12.6
10/17/2024,5.8,11
10/18/2024,6.4,11.4
10/19/2024,11.1,15.6
10/20/2024,4.9,19.8
10/21/2024,9.9,12.6
10/22/2024,0,13.7
10/23/2024,1.6,9.6
10/24/2024,0.3,12.1
10/25/2024,0,16.7
10/26/2024,13.2,14.6
10/27/2024,18.5,13.1
10/28/2024,4.8,11.1
10/29/2024,2.7,10.7
10/30/2024,8.9,10.7
10/31/2024,5.2,10.9
11/1/2024,22.2,8.5
11/2/2024,17.1,10.2
11/3/2024,4.7,9.7
11/4/2024,15.2,12.3
11/5/2024,0.4,9.3
11/6/2024,0,11.7
11/7/2024,0,13.6
11/8/2024,0,15.4
11/9/2024,5.4,11.5
11/10/2024,2.3,14.1
11/11/2024,21,9.8
11/12/2024,8,11.2
11/13/2024,20.5,11.8
11/14/2024,12.9,9.3
11/15/2024,1.6,8.2
11/16/2024,7.5,6.9
11/17/2024,7.9,9
11/18/2024,2.4,5
11/19/2024,5.3,8.3
11/20/2024,4.6,13.4
11/21/2024,1.6,11.1
11/22/2024,9.7,13.1
11/23/2024,2.2,9.5
11/24/2024,3.9,7.3
11/25/2024,5,7.7
11/26/2024,0.4,7.4
11/27/2024,0.2,7.4
11/28/2024,0,7.1
11/29/2024,0,5.6
11/30/2024,0,7.2
12/1/2024,0,7.3
12/2/2024,0,5.7
12/3/2024,0,4.7
12/4/2024,0,6.7
12/5/2024,0,8.6
12/6/2024,0,11.9
12/7/2024,22.3,9.5
12/8/2024,1,7.2
12/9/2024,0,7.3
12/10/2024,0,4.2
12/11/2024,0,10.4
12/12/2024,1.2,5.6
12/13/2024,10.3,8.9
12/14/2024,12.6,9.6
12/15/2024,0.4,7.8
12/16/2024,5.2,10.9
12/17/2024,26.8,8.4
12/18/2024,14.5,11.2
12/19/2024,2.6,14.2
12/20/2024,0.4,13.3
12/21/2024,4.8,13.1
12/22/2024,7.6,9.6
12/23/2024,5.8,12.1
12/24/2024,5.7,10.8
12/25/2024,17.2,5.3
12/26/2024,14.5,9.4
12/27/2024,14,8.4
12/28/2024,14.8,9.1
12/29/2024,10.9,6.1
12/30/2024,8.7,6.2
12/31/2024,1.3,6.4
1/1/2025,1.6,7.6
1/2/2025,2.7,6.3
1/3/2025,11.4,6
1/4/2025,8.8,8.6
1/5/2025,9.8,8.9
1/6/2025,0,7.9
1/7/2025,0,7.7
1/8/2025,7.9,10.6
1/9/2025,0,11.3
1/10/2025,12.1,9.7
1/11/2025,0.1,7.7
1/12/2025,0.6,6.3
1/13/2025,0,4
1/14/2025,0,5.1
1/15/2025,0,7.5
1/16/2025,0.3,5.7
1/17/2025,0,5.7
1/18/2025,0,5.2
1/19/2025,0,5.3
1/20/2025,0,6.1
1/21/2025,0,6.1
1/22/2025,0,6.1
1/23/2025,0,5.3
1/24/2025,0,5.3
1/25/2025,0,6.6
1/26/2025,0,7.4
1/27/2025,0,7.6
1/28/2025,0,7.7
1/29/2025,0,9
1/30/2025,0.7,6.3
1/31/2025,24.8,8.1
2/1/2025,2.4,4.2
2/2/2025,10.8,2
2/3/2025,8.5,2.1
2/4/2025,0.4,3.3
2/5/2025,3.2,3.7
2/6/2025,3.5,3.4
2/7/2025,0,1.9
2/8/2025,5.1,2.6
2/9/2025,0.6,3.1
2/10/2025,0,2.5
2/11/2025,0,1.7
2/12/2025,0,5.4
2/13/2025,0.6,3.9
2/14/2025,1.4,4.6
2/15/2025,1.3,6.4
2/16/2025,11.4,8.4
2/17/2025,13.5,6.7
2/18/2025,1.8,12
2/19/2025,7.6,9
2/20/2025,0,9.7
2/21/2025,6.9,10.1
2/22/2025,27.8,11.5
2/23/2025,25.1,12.4
2/24/2025,4.9,9.8
2/25/2025,27.2,9.9
2/26/2025,0,17.8
2/27/2025,0,16.7
2/28/2025,0,14.7
3/1/2025,0,16.7
3/2/2025,0,11.5
3/3/2025,0.9,11
3/4/2025,3.8,10.3
3/5/2025,0,11.6
3/6/2025,0,10.6
3/7/2025,0,11
3/8/2025,0.7,12.8
3/9/2025,13,13
3/10/2025,1.5,8.8
3/11/2025,1.4,9.5
3/12/2025,10.7,9.8
3/13/2025,13.7,8.1
3/14/2025,0.2,12.3
3/15/2025,8.8,8.3
3/16/2025,7.2,10.2
3/17/2025,18.8,7.7
3/18/2025,0.7,10.2
3/19/2025,3.5,11.9
3/20/2025,9.4,8.1
3/21/2025,10,9.7
3/22/2025,1.9,11.5
3/23/2025,18,11.1
3/24/2025,6,14.5
3/25/2025,0.3,21.5
3/26/2025,4.2,26
3/27/2025,9.8,16.8
3/28/2025,13.6,10.2
3/29/2025,0.2,12.5
3/30/2025,1.6,17.3
3/31/2025,2.2,11.2
4/1/2025,5.2,9.7
4/2/2025,2.2,11.4
4/3/2025,0.1,12.6
4/4/2025,0,17.3
4/5/2025,0,19.9
4/6/2025,14.8,11.9
4/7/2025,13.5,13.6
4/8/2025,14.9,11.6
4/9/2025,0,15.1
4/10/2025,7.2,20.2
4/11/2025,0.3,11.7
4/12/2025,3.5,11.7
4/13/2025,0,14.9
4/14/2025,0,19
4/15/2025,0,17.4
4/16/2025,0,15.9
4/17/2025,0,17.2
4/18/2025,0,20.3
4/19/2025,2.8,14.2
4/20/2025,18.6,10.9
4/21/2025,3.1,12.8
4/22/2025,0,14.2
4/23/2025,0,17.2
4/24/2025,0,20.5
4/25/2025,0,20.2
4/26/2025,0,18
4/27/2025,0,14.7
4/28/2025,2.1,13.7
4/29/2025,6.8,13.1
4/30/2025,0.1,15.1
5/1/2025,0,22.2
5/2/2025,2.6,20.6
5/3/2025,5.3,13.3
5/4/2025,0.6,14.3
5/5/2025,0,18.7
5/6/2025,0,24.2
5/7/2025,0.7,16.7
5/8/2025,0,15.3
5/9/2025,0,19.3
5/10/2025,0,16.4
5/11/2025,5.3,15
5/12/2025,0.4,16.5
5/13/2025,0.1,16.3
5/14/2025,2.9,14.8
5/15/2025,3.6,12.3
5/16/2025,5.6,13.9
5/17/2025,25.1,13.7
5/18/2025,4.3,14.5
5/19/2025,4.8,15
5/20/2025,5.3,14.2
5/21/2025,1.4,16.5
5/22/2025,0.4,18.6
5/23/2025,0.1,17.7
5/24/2025,0,21.8
5/25/2025,0,19.9
5/26/2025,1.9,18.6
5/27/2025,0,21.2
5/28/2025,0,26.9
5/29/2025,4.1,17.9
5/30/2025,0,23.6
5/31/2025,1.1,15.9
6/1/2025,0,17.6
6/2/2025,0,19
6/3/2025,0,20.8
6/4/2025,0.2,19.3
6/5/2025,0,22.7
6/6/2025,0,24.8
6/7/2025,0,24.6
6/8/2025,0,29
6/9/2025,0,27.6
6/10/2025,0,25.4
6/11/2025,0,22
6/12/2025,0.3,19.4
6/13/2025,0.1,17.1
6/14/2025,0,19.2
6/15/2025,0,20.7
6/16/2025,0,22.1
6/17/2025,0,23.8
6/18/2025,1.2,20.1
6/19/2025,0.1,19.5
6/20/2025,5.1,16.3
6/21/2025,7.8,15.4
6/22/2025,0.2,19.4
6/23/2025,0,23.7
6/24/2025,0,25.1
6/25/2025,0.3,20.4
6/26/2025,1.3,18.2
6/27/2025,0.6,18.9
6/28/2025,0.1,22.1
6/29/2025,0,24.6
6/30/2025,0,27.6
7/1/2025,0,27.1
7/2/2025,0,25.1
7/3/2025,0,22.1
7/4/2025,0,23.8
7/5/2025,0,23.3
7/6/2025,0,25
7/7/2025,0,27.6
7/8/2025,0,29.7
7/9/2025,3.9,20.1
7/10/2025,1,22.5
7/11/2025,0,27.2
7/12/2025,0,26.8
7/13/2025,0,29.9
7/14/2025,0,26.2
7/15/2025,0,29.6
7/16/2025,0,32.8
7/17/2025,0,29.4
7/18/2025,0,24.1
7/19/2025,0,22.1
7/20/2025,0,22.5
7/21/2025,0,25.3
7/22/2025,0,26
7/23/2025,0,28.1
7/24/2025,0,25.7
7/25/2025,0,22
7/26/2025,0.1,22.9
7/27/2025,0,25.2
7/28/2025,0,27.2
7/29/2025,0,29.1
7/30/2025,0,28.5
7/31/2025,0,27.8
8/1/2025,0,27.3
8/2/2025,0,25.4
8/3/2025,0,22.6
8/4/2025,0,23.2
8/5/2025,0,25.9
8/6/2025,13.5,20.7
8/7/2025,7.1,20.7
8/8/2025,0,22.8
8/9/2025,0,24.9
8/10/2025,0,29
8/11/2025,0,29.5
8/12/2025,0,31.8
8/13/2025,0.4,28
8/14/2025,2.1,24.1
8/15/2025,32.5,18.8
8/16/2025,3.8,22.3
8/17/2025,0.2,22.1
8/18/2025,0,22.1
8/19/2025,0,23.1
8/20/2025,0,22.1
8/21/2025,0,23.6
8/22/2025,0,29.6
8/23/2025,0,30.7
8/24/2025,0,30.6
8/25/2025,0,30.2
8/26/2025,0,29.2
8/27/2025,0.1,26.4
8/28/2025,2,27.4
8/29/2025,0.1,25
8/30/2025,0,23.4
8/31/2025,1,24
9/1/2025,0,23.5
9/2/2025,0,24.8
9/3/2025,0,26
9/4/2025,0,26.1
9/5/2025,0,25.8
9/6/2025,0.6,23.4
9/7/2025,0,21
9/8/2025,0.1,22.5
9/9/2025,0,22.7
9/10/2025,0,22.5
9/11/2025,0,20.5
9/12/2025,0.3,20.3
9/13/2025,0,23.5
9/14/2025,3.9,19.6
9/15/2025,0,20.2
9/16/2025,0,29.4
9/17/2025,0,24.1
9/18/2025,0,20.9
9/19/2025,0,22.8
9/20/2025,0,23.7
9/21/2025,9.9,18.2
9/22/2025,0,20.5
9/23/2025,0,23.1
9/24/2025,0,21.2
9/25/2025,0,17.5
9/26/2025,0,19.7
9/27/2025,0.7,22
9/28/2025,0,23
9/29/2025,11.8,16.9
9/30/2025,6.5,20.8
